de,Denkziertel,Denkzettel,,,
,denn,dann, denn,,
,denne (Goah dor denne!),weg,,,
,denne (Wo kumms diu denne?),her,,,
de,Deoh,Tau,,,
dat,Deok, de Doiker,Tuch,,
de,Dezember,Dezember,,,
,di,dir, dich,,
de,Dibbel,Dibbelmaschine,,,
,dibbeln,säen mit der Dibbelmaschine,,,
,dichte,dicht,,,
,dicke,dick, betrunken,,
de,Dickkopp,Dickkopf,,,
,dickköppig (dickköppich),dickköpfig,,,
de,Diek,Teich,,,
,dien,dein,,,
,diene,deine,,,
,dienen,deinen, deinem,,
,dierbesk,schwindelig,,,
de,Dierlen,Fußbodenbretter,,,
de,Dießel,Distel,,,
de,Dießen,Deichsel,,,
de,Dießenstock,Deichselstock (Eisenbolzen zur Befestigung des Schwengels),,,
dat,Diktoat,Diktat,,,
dat,Ding,Ding,,,
,Dingens,Füllwort bei Wortfindungsstörungen,,,
de,Dingesdagg (Dingesdach),Dienstag,,,
de,Disk,Tisch,,,
de,Diskdeken,Tischdecke,,,
de,Disker,Tischler,,,
de,Diskeraaie,Tischlerei,,,
dat,Diskloaken,Tischtuch (lang),,,
,diu,du,,,
de,Diuben,Taube,,,
de,Diuer,Dauer,,,
,diuern,dauern,,,
,diuken,tauchen,,,
de,Diumen,Daumen,,,
,diune,betrunken,,,
,diusend,tausend,,,
dat,Doageblatt,Tageszeitung,,,
,doagelang,tagelang,,,
dat,Doageslicht,Tageslicht,,,
de,Doagestiet,Tageszeit,,,
,doal,runter,,,
de,Doaler,Taler,,,
,doalknaaien,hinknien,,,
,doameln,herumhampeln,,,
,doch,doch,,,
de,Docken,Strohbündel zur Abdichtung unter den Dachziegeln,,,
de,Dohen,Toten,,,
de,Dohenfiehe,Totensonntag,,,
de,Dohengreber,Totengräber,,,
dat,Dohenhiermd,Totenhemd,,,
de,Dohenklocken,Totenglocke,,,
de,Dohenkopp,Totenkopf,,,
dat,Dohenriek,Totenreich,,,
de,Dohenschien,Totenschein,,,
de,Dohensönndagg (Dohensönndach),Totensonntag,,,
de,Dohenvurgel,Eule,,,
de,Dohenwoagen,Totenwagen,,,
de,Dohenwoake,Totenwache,,,
de,Doikershund,Mensch (arglistig, durchtrieben),,
de,Dokter,Arzt,,,
,doktern,verarzten,,,
de,Döllmer,Mensch (verspielt, tollpatschig, albern),
,döllmern,blödeln, schimpfen (lauthals),,
de,Dönekens,Anekdote, spaßige Geschichte,,
,donne biehe,nahe bei,,,
,donnehaulen,festhalten,,,
de,Dönner,Donner,,,
de,Dönnerbaalken,einfache Toilette, offene Grube mit Sitzbalken,,
de,Dönnerdagg (Dönnerdach),Donnerstag,,,
de,Dönnergürte,Starkregen bei Gewitter,,,
,dönnern,donnern,,,
de,Dönnerschlagg (Dönnerschlach),Donnerschlag, Mensch voller Streiche,,
de,Dooen,Dornen,,,
,doof,doof, gefühllos,,
dat,Door,Tor,,,
dat,Doorp, de Döörper,Dorf,,
de,Döörper,Bewohner im Ortskern,,,
de,Dopp, de Döppe,Fingerkuppe,,
de,Doppelender,schweres Kalb,,,
,döppen,untertauchen (jemanden aus Spaß untertauchen),,,
,dor,dort, da,,
,dorachter,dahinter,,,
,doran,daran,,,
,dorbi,dabei,,,
,dorfür,dafür,,,
,dorhenn,dahin,,,
,dorin,darin,,,
,dörlk,überdreht,,,
,dormiehe,damit,,,
,dornoa,danach,,,
de,Dörpe,Taufe,,,
,dörpen,taufen,,,
de,Dörpstein,Taufstein,,,
,dorrober,darüber,,,
,dorrümme,darum,,,
,dorrünner,darunter,,,
,dorrup,darauf,,,
,dorteo,dazu,,,
,dortiergen,daneben,,,
,dorvan,davon,,,
,dorvür,davor,,,
,dösig,begriffstutzig,,,
de,Döskopp,Dummkopf, Trottel,,
de,Dösskekerl,Maschinist und Aufseher beim Dreschen mit der Dreschmaschine,,,
,dössken,dreschen,,,
de,Dössker,Dreschmaschine,,,
de,Döst,Durst,,,
,draaihen,drehen,,,
dat,Drachloaken,Tuch (zum Tragen von Heu, Gras und Runkelblätter),,
de,Drangfüllen,Schöpfkelle (für Schweinefutter),,,
,Dreck,Dreck, Schmutz,,
,dreckig,dreckig, schmutzig,,
de,Dreckschüppen,Kehrblech,,,
de,Dreffsand,Treibsand,,,
,dregen,tragen,,,
de,Dreger,Träger (tragendes Element auf dem Bau),,,
de,Dreger,Sargträger,,,
de,Dreitimpen,Dreieck (in der Regel ein Grundstück),,,
de,Dreom,Traum,,,
de,Dreoßel,Frau (trottelige, verschrobene),,
de,Dreoßel,Drossel (der Singvogel),,,
,drepen,treffen,,,
,drieben,treiben,,,
de,Drieber,Treiber,,,
dat,Driefhius,Treibhaus,,,
de,Driefjagd,Treibjagd,,,
,drieste,dreist,,,
,drinken,trinken,,,
,dröage,trocken,,,
,dröage Schwetzken,Backpflaumen,,,
de,Dröagebäcker,Mensch (humorlos),,,
,dröagen,trocknen,,,
,dröahen,drahten (Schweineschnauze mit Krampen versehen),,,
de,Droaht, de Dröahe,Draht,,
de,Droahtbössen,Drahtbürste,,,
de,Droahtirsel,Fahrrad,,,
de,Droahtwurm,Drahtwurm,,,
de,Droaken,Erpel (männliche Ente),,,
,droff,darf,,,
,drömmen,träumen,,,
,drücken,drücken,,,
,drüesken,dösen,,,
de,Druffel,Ansammlung auf engem Raum (Menschen, Tiere),,
,drupp,drauf,,,
,drüppen,tropfen,,,
de,Drüppen,Tropfen,,,
de,Drüppenfaal,Tropfenfall (bei fehlender Dachrinne),,,
,drürben,dürfen,,,
,drürmelig (drürmelich),langsam,,,
de,Drürmelpott,Bummelant,,,
,drürseln,dösen,,,
dat,Drüttel,Drittel,,,
,dubbelt,doppelt,,,
de,Dübel,Teufel,,,
,düchtig (düchtich),tüchtig,,,
,düen,deuten,,,
,düenanner,verwirrt,,,
dat,Düenanner,Eintopf,,,
,dull,doll, heftig, toll,
dat,Dullhius,Irrenhaus,,,
de,Dümling,Däumling (Verbandsschutz für Finger),,,
,dumm,dumm,,,
,dummdrieste,dummdreist,,,
de,Dümmerwiend,Wind aus der Richtung vom Dümmer See (Nordwestwind),,,
,dummet Tügg (dummet Tüch),dummes Zeug,,,
de,Dummhert,Dummheit,,,
de,Dummkopp,Dummkopf,,,
,dumpen,ersticken,,,
,dumpig (dumpich),stickig,,,
,dünig (dünich),dickköpfig, uneinsichtig,,
de,Dünkel,Stolz,,,
,dünne,dünn (spärlich),,,
,dür,dadurch, durch, teuer,
de,Dür, de Dürs,Tür,,
,dürbieten,durchbeißen,,,
de,Dürbogen,Türbogen,,,
,dürbreken,durchbrechen,,,
,dürbrennen,durchbrennen,,,
,dürbringen,durchbringen, vergeuden, hindurchretten,
,dürdeilen,durchteilen,,,
,dürdenken,durchdenken,,,
,dürdraaihen,durchdrehen (Nervenzusammenbruch),,,
de,Dürfall,Durchfall,,,
,dürfechten,durchfechten,,,
,dürfeoern,durchfuttern,,,
,dürfienen,durchfinden,,,
,dürfreisen,durchfrieren,,,
,dürfreten,durchfressen,,,
,dürgallern,durchregnen,,,
de,Dürgang,Durchgang,,,
,dürgen,taugen,,,
,dürgoahn,durchgehen (Pferde),,,
,dürgriepen,durchgreifen,,,
de,Dürgriff,Türgriff,,,
,Dürgung (geoen),Verdauung (gute),,,
dat,Dürhäng,Türscharnier,,,
,dürhaulen,durchhalten,,,
,dürheer,durcheinander (verwirrt),,,
,dürhelpen,durchhelfen,,,
,dürkieken,durchblicken (verstehen),,,
de,Dürklinken,Türklinke,,,
,dürkriupen,durchkriechen,,,
,dürkurm,durchkommen,,,
de,Dürl,Eidotter,,,
,dürlasken,verprügeln,,,
,dürlaupen,durchlaufen,,,
,dürleigen,durchlügen,,,
,dürliggen,durchliegen,,,
,dürloaten,durchlassen, verprügeln,,
,dürmessen,durchfeuchtet,,,
,dürmoaken,durchmachen,,,
,dürnaaien,verprügeln,,,
,dürnaaihen,durchnähen,,,
,dürnierm,durchnehmen (über etwas tratschen),,,
,dürpatken,hindurchpatschen,,,
,dürquelen,hindurchquälen,,,
,dürreengen,durchregnen,,,
,dürrieten,durchreißen,,,
,dürroihen,durchrühren,,,
,dürsaaihen,durchseihen, filtern,,
,dürscheiten,durchschießen (Pflanzenschosser, Fäden beim Weben),,
de,Dürschlagg (Dürschlach),Durchschlag (Sieb),,,
,dürschloan,durchschlagen,,,
,dürschloapen,durchschlafen,,,
,dürsetten,durchsetzen,,,
,dürsierben,durchsieben,,,
,dürsoiken,durchsuchen,,,
de,Dürstänner,Türständer für 2-flg. Tür,,,
,dürwossen,durchwachsen,,,
de,dürwossen Speck,durchwachsener Speck,,,
,düsse,diese, dieser,,
,düsse Doage,dieser Tage (kürzlich),,,
de,Dussel,Dummkopf,,,
,Dussel hat,Glück gehabt,,,
,düsset,dieses,,,
,düster,dunkel,,,
de,Dutk,Bett (eingebaut),,,
,dütsk,deutsch,,,
,Dütskland,Deutschland,,,
de,Dutt,Haarknoten,,,
,dütt,dies, dieses,,
dat,Dutzend,Dutzend (12 Stück),,,
,ebens,möglichst,,,
,echte,echt, ehrlich,,
,eck,ich,,,
de,Ecke,Ecke, Gegend,,
dat,Eckhius,Eckhaus,,,
de,Eeln,Elle (altes Längenmaß),,,
de,Eelnbogen,Ellenbogen,,,
de,Eerbe,Erbe,,,
,eerben,erben,,,
,eergelik,ärgerlich,,,
,eergen,ärgern (sich ärgern),,,
de,Eerger,Ärger,,,
de,Egen,Egge,,,
de,Egentienen,Eggenzinken,,,
,eggen,eggen,,,
,egoal,egal,,,
,egoalwegg (egoalwech),andauernd,,,
de,Ehrfen,Erbsen,,,
de,Ehrfenbroaken,Äste (an denen die Erbsen hochranken können),,,
,eigen,empfindlich, wählerisch,,
,eigene,eigene,,,
,eigentlik,eigentlich,,,
de,Eiken,Eiche,,,
de,Eikkatten,Eichhörnchen,,,
,ein up anner,aufeinander, immer wieder,,
,einen,einen, einem,,
,einer,einer, jemand,,
,einfach,einfach,,,
,einige,einige,,,
,einigermoaten,einigermaßen,,,
,einsoam,einsam,,,
de,Einspänner,Einspänner,,,
,eis,einmal,,,
,elben,elf,,,
de,Elefant,Elefant,,,
de,Elk,Iltis,,,
de,Ellern,Erle,,,
de,Elm,Erdstaub,,,
,en,ein, einen,,
,endlik,endlich,,,
,enge,eng,,,
,engeböstig (engeböstich),kurzatmig,,,
de,Enkel,Knöchel,,,
dat,Enne,Ende,,,
,entloaten,entlassen,,,
,entschliuten,entschließen,,,
,enzeln,einzeln,,,
,erfienen,erfinden,,,
,ernst,ernst,,,
de,Ernst,Ernst,,,
de,Ernst,Ferkel bzw. Schwein (in der Entwicklung zurückgeblieben),,,
,ersetten,ersetzen,,,
,es,ist,,,
de,Esken,Esche,,,
,et,es, sie,,
,eten,essen,,,
dat,Eten,Essen,,,
de,Etensmoarken,Essensmarken,,,
de,Etenstiet,Essenszeit,,,
de,Etlierpel,Esslöffel,,,
,ewig,ewig,,,
,extroa,extra,,,
de,Faal,Fall,,,
,faalen,fallen, fehlen,,
de,Faalenkrankhert,Fallsucht,,,
de,Faalgen,Falle,,,
,faalsk,falsch,,,
,faaste,fest,,,
,faastebienen,festbinden,,,
,faastehaulen,festhalten,,,
,faastenegeln,festnageln,,,
,faastenierm,festnehmen,,,
,faasteschriuben,festschrauben,,,
dat,Fachweerk,Fachwerk,,,
dat,Fachweerkhius,Fachwerkhaus,,,
dat,Fack,Fach,,,
,fackeln,zögern, zündeln,,
de,Fall,Fall,,,
dat,Färld, de Färler,Feld,,
dat,Färldheohn,Rebhuhn,,,
de,Färldkiertel,Essenstopf fürs Feld,,,
de,Färldmius,Feldmaus,,,
de,Färldwegg (Färldwech),Feldweg,,,
dat,Fass,Dachfirst,,,
de,Fasspannen,Firstpfanne(n),,,
dat,Fatt, de Feete,Fass,,
de,Fattbiener,Fassbinder,,,
dat,Fattwiep,Scheuergebinde (Topfkratzer aus Heidereisig),,,
de,Fauln,Falte,,,
de,Febewoar,Februar,,,
de,Febriek,Fabrik,,,
,feerben,färben,,,
de,Feergen,Ferien,,,
de,Feerken,Ferkel,,,
,fegen,fegen,,,
de,Fehen,Feder(n),,,
de,Fehenwoagen,Pferdewagen (gefedert, für Besorgungen),,
,Fehler,Fehler,,,
dat,Fell,Fell, Haut, Pelle,
de,Fellketuffel,Pellkartoffel,,,
de,Femielge,Familie,,,
dat,Femielgenbeok,Familienbuch,,,
dat,Fenster,Fenster,,,
dat,Feoer,Futter,,,
de,Feoermann,Fuhrmann,,,
,feoern,füttern,,,
de,Feot (teo Feote), de Foite,Fuß (zu Fuß),,
de,Feotbank,Fußbank,,,
dat,Feotenne,Fußende vom Bett,,,
de,Feotlappen,Leinenlappen als Strumpfersatz,,,
de,Ferre,Onkel,,,
dat,Fest,Fest,,,
,feste,heftig, tüchtig,,
de,Fidibus,Feueranzünder (z.B. aus einem Holzspan oder aus einem kleinen Stück einer zusammengedrehten Zeitung),,,
,fief, fiebe,fünf,,
de,Fiehe,Feier,,,
de,Fiehedagg (Fiehedach),Feiertag,,,
,fiehen,feiern,,,
de,Fieheoabend,Feierabend,,,
,fielen,feilen,,,
de,Fielen,Feile,,,
de,Fiend,Feind,,,
,fiene,fein, zartgliedrig,,
,fienen,finden,,,
de,Fietzebaunen,Bohnen,,,
de,Fietzebaunenspielen,Bohnenstange(n),,,
de,Filius,Nachkomme (männlich),,,
,fillen,pellen,,,
de,Fimmel,Hirngespinst,,,
,fimmelig (fimmelich),nervös, durchgedreht,,
de,Finger,Finger,,,
de,Fingerhansken,Fingerhandschuhe,,,
de,Fingerheot,Fingerhut,,,
de,Fisematenten,Unfug,,,
,fisentaaien,untersuchen, analysieren,,
de,Fisk, de Fiske,Fisch,,
de,Fiskediek,Fischteich,,,
,fisken,fischen,,,
,fisseln,nieseln (feiner Regen),,,
de,Fissen,Bindfaden,,,
,fissig (fissich),ungeduldig engagiert,,,
,fit fit fit,Pfui! Schäm dich!,,,
de,Fitk,Flügel, Gänseflügel (wurde zum Fegen in den Ecken und an schwer zugänglichen Stellen benutzt),,
,fitken,fegen mit dem Gänseflügel,,,
dat,Fitkenfest,Geflügelfest,,,
de,Fitzereout,Weidenrute (dünn, biegsam),,
,fiul,faul,,,
,fiulen,faulen,,,
,fiulenzen,faulenzen,,,
de,Fiulwams,Faulpelz,,,
de,Fiust, de Füüste,Faust,,
,fiustdicke,faustdick,,,
de,Fiusthansken,Fausthandschuhe,,,
de,Flachen,Brotscheibe (dick), Seitenbrett vom Ackerwagen,,
de,Flasken,Flasche(n),,,
dat,Flass,Flachs,,,
de,Flauh, de Floihe,Floh,,
,flechen,flechten,,,
de,Flegen,Flegel (Dreschwerkzeug),,,
,fleigen,fliegen,,,
de,Fleigen,Fliege(n),,,
dat,Fleisk,Fleisch,,,
,fleiten,fließen,,,
de,Fleoch,Fluch,,,
de,Fleomen,Bauchfett vom Schwein,,,
de,Fleot,Flut,,,
de,Fleppen,Ausweispapiere, Siebensachen,,
dat,Flett,Raum um das Herdfeuer in einem alten Bauernhaus (oberhalb der Diele),,,
de,Flettmieger,Mädchen (klein und noch nicht trocken),,,
,fliedig (fliedich),fleißig,,,
de,Flinsen,Brotscheibe (dünn),,,
de,Flinten,Flinte, Gewehr,,
dat,Flittken,Flittchen, Vielliebchen,,
de,Flitzebogen,Pfeil und Bogen,,,
dat,Flitzepeh,Fahrrad,,,
de,Flius,Schleife,,,
de,Fliusen,Flusen, Spinnerei,,
,flöcken,fluchen,,,
,flötken,pfeifen,,,
de,Flötkepiepen,Trillerpfeife,,,
,flotten Heinrich,Durchfall,,,
de,Flucht,Holzbügel mit kleinen Metallhaken über der Spinnradspule,,,
de,Flucht,Flucht, Richtung (gerade Linie),,
,flüchten,flüchten,,,
,fludderig (fludderich),flatterhaft,,,
de,Flunk,Arm, Flügel,,
de,Flürgel,Flügel,,,
de,Flürter,Fließgewässer,,,
de,Flutkebrei,Kürbisgericht mit Milchreis,,,
,flutsken,flutschen,,,
,foahl,fahl, blass,,
de,Foahnen,Fahne,,,
de,Foahrkoarten,Fahrkarte,,,
de,Foahrt,Fahrt,,,
,foaken,oft,,,
de,Foarbe,Farbe,,,
,föarig (föarich),fertig,,,
de,Foarnken,Farn, Farnkraut,,
dat,Foaselschwien,Jungschwein (nichttragend),,,
de,Fohmt, de Föhme,Faden,,
,foihen,fahren,,,
dat,Foiher,Fuder (Wagenladung),,,
,foilen,fühlen,,,
de,Foorken,Forke,,,
,förrern,fordern,,,
de,Foss, de Fösse,Fuchs,,
dat,Fotzendaaiet,Frauenzimmer (verächtlich),,,
,fraaien,heiraten,,,
,Frankriek,Frankreich,,,
de,Fransen,Fransen,,,
de,Franzeose,Franzose,,,
dat,Franzeosenkriut,Franzosenkraut (Unkraut),,,
,franzoisk,französisch,,,
,frauh,froh,,,
,frech,frech,,,
,frei,frei,,,
de,Freidagg (Freidach),Freitag,,,
,freimoaken,freimachen,,,
de,Freimoaken,Briefmarke,,,
,freisen,frieren,,,
,freiwillig,freiwillig,,,
,freoh,früh,,,
dat,Freohjoahr,Frühjahr,,,
dat,Freohstücke,Frühstück,,,
,freohstücken,frühstücken,,,
,freten,fressen,,,
de,Frettsack,Vielfraß,,,
de,Frewel,Frevel,,,
de,Frieden,Frieden,,,
,friermeln,friemeln,,,
de,Frieseln,Masern,,,
de,Frisierkemeode,Frisierkommode mit Klappspiegel,,,
,frisk,frisch,,,
de,Froage,Frage,,,
,froagen,fragen,,,
de,Froagoars,fragender Mensch (vielfragend),,,
,fröalik,fröhlich,,,
de,Frochen,Achtung, Respekt,,
de,Froide,Freude,,,
,froien,freuen,,,
,frösterig (frösterich),fröstelnd,,,
de,Frostkürtel,frierender Mensch,,,
dat,Frostweer,Frostwetter,,,
de,Früame,Fremde,,,
,früamt,fremd,,,
,früamtgoahn,fremdgehen,,,
,früher,früher,,,
de,Fründ, de Frünne,Freund,,
,fründlik,freundlich,,,
de,Fründskopp,Verwandtschaft, Freundschaft,,
de,Frünne,Verwandte,,,
,fucheln,fuchteln,,,
dat,Füer,Feuer,,,
de,Füerhoaken,Feuerhaken,,,
dat,Füerhoinken,Grille,,,
dat,Füerlock,Brennraum des Ofens,,,
de,Füerömmer,Wassereimer (aus Leder für Löschzwecke),,,
de,Füerstein,Feuerstein,,,
de,Füerstiehe,Feuerstelle,,,
de,Füertangen,Feuerzange,,,
de,Füerwehr,Feuerwehr,,,
de,Füerwiehen,Befestigungsstück am Schwengel für ein drittes Pferd,,,
de,Fuhr,Furche,,,
,fulgen,folgen,,,
,füllen,füllen,,,
de,Füllen,Schöpflöffel,,,
de,Fülllierpel,Schöpfkelle,,,
dat,Fummelbrett,Scheuerbrettchen für Maurer,,,
dat,Funnament,Fundament,,,
,für,für,,,
,furtern,fummeln,,,
,fürwoahr,fürwahr, wirklich,,
,fusken,pfuschen,,,
,futken,arbeiten (unordentlich, oberflächlich),,
de,Gaailbülte,Geilstellen (Kot- und Urinstellen auf Grünland durch Weidetiere),,,
de,Gaalgen,Galgen,,,
dat,Gaalgenstrick,Spitzbube,,,
de,Gaffel,Holzgabel (womit das Rauchfleisch aufgehängt und entnommen werden konnte),,,
de,Gaffeltangen,Ohrenkneifer,,,
,gaffen,gucken,,,
,gallern,regnen (heftig),,,
de,Ganter,Gänserich,,,
,ganz,ganz,,,
,ganz un goar,ganz und gar,,,
dat,Gärchel,Gaumen, Zahnfleisch,,
de,Gärßel,Giersch (Unkraut, Wildsalatkräuter),,
de,Gassen,Gerste,,,
dat,Gatt,Hintern,,,
de,Gaus, de Göase,Gans,,
de,Gausefitk,Gänseflügel (wurde zum Fegen in den Ecken und an schwer zugänglichen Stellen benutzt),,,
de,Gausekiel,Gänsekiel (Schreibfeder),,,
dat,Gauseküken,Gänseküken,,,
de,Gausewien,Gänsewein (Wasser),,,
,ge,je,,,
dat,Gebett,Gebet,,,
,geboen,geboren,,,
dat,Gebott,Gebot, Angebot,,
de,Gebreken,Gebrechen,,,
de,Gebriuk,Gebrauch,,,
de,Geburt,Geburt,,,
de,Geburtsdagg (Geburtsdach),Geburtstag,,,
,gedaaihen,gedeihen,,,
,gede,jede,,,
,geden,jeden,,,
,geder,jeder,,,
,gedereiner,jedermann,,,
,gedertiet,jederzeit,,,
,gediegen,seltsam,,,
de,Gedinen,Gardinen,,,
dat,Gedirm,Gedärm,,,
,gedüllig (gedüllich),geduldig,,,
,geel,gelb,,,
,geerben,gerben,,,
,gefaalen,gefallen,,,
,gefährlik,gefährlich,,,
de,Gefoahr,Gefahr,,,
dat,Gefoihl,Gefühl,,,
,gegen,entgegen,,,
dat,Gegendeil,Gegenteil,,,
,gegenenanner,gegeneinander,,,
,gegenober,gegenüber,,,
,gegensietig (gegensietich),gegenseitig,,,
dat,Gehöar,Gehör,,,
,gehöarig (gehörich),stark,,,
de,Geist,Geist,,,
,geiten,gießen,,,
de,Geitkannen,Gießkanne,,,
dat,Gekoarkel,Gegacker,,,
dat,Gelänner,Geländer,,,
dat,Geld (mitten Gelle),Geld (mit dem Geld),,,
de,Geldbühl,Geldbeutel,,,
de,Geldschien,Geldschein,,,
de,Gelegenhert,Gelegenheit,,,
,gelinne,gelinde,,,
,gellen,gelten,,,
dat,Geloat,Gefäß (Behälter),,,
dat,Gelott,Gelass (kleiner Raum),,,
dat,Gelühe,Geläut,,,
de,Gemeinhert,Gemeinheit,,,
dat,Gemoite,Gemüt,,,
dat,Gemüse,Gemüse,,,
dat,Gemüsestücke,Gemüsegarten,,,
,geneoe,genau,,,
,geneog (geneoch),genug,,,
de,Generatzieon,Generation,,,
,genne,jene, jener,,
,gennet,jene, jenes,,
,genoten,genossen,,,
,geo,euch,,,
,geoe,eure, euer,,
,geoe,gute,,,
,geoen,guten,,,
,geoet,gutes,,,
de,Geogienen,Dahlien,,,
,geot,gut,,,
de,Geothert,Gutheit (Güte),,,
,geotmoitig (geotmoitich),gutmütig,,,
,geotsäggen,bürgen,,,
de,Gerechtigkert,Gerechtigkeit,,,
,gern,gern,,,
,geroade,gerade,,,
,geroaen (geot geroaen),gelungen (wohlgeraten),,,
dat,Gesangbeok,Gesangbuch,,,
dat,Geschenk,Geschenk,,,
dat,Geschirr,Geschirr,,,
,geschoiet,gescheit,,,
dat,Geschraaie,Geschrei,,,
,geschwiege,geschweige,,,
dat,Gesichte,Gesicht,,,
dat,Gesocks,Pöbel,,,
dat,Gest,Hefe,,,
,geste geste,erstaunlich,,,
,gestrenge,streng,,,
dat,Gestrich,Gegend, Gebiet,,
dat,Gesummse,Summen der Bienen vor dem Bienenstock,,,
,getz,jetzt,,,
,gewährn loaten,gewähren lassen,,,
,gewiernen,gewöhnen,,,
dat,Gewierten,Gewissen,,,
,gewinnen (gewunnen),gewinnen (gewonnen),,,
,gewoahr wärn,erfahren, gewahr werden,,
,gie,ihr, sie,,
,gierm,geben,,,
de,Giez,Geiz,,,
,giezig (giezich),geizig,,,
de,Giezkroagen,Geizhals,,,
,ginne,dahinten,,,
,gistern,gestern,,,
dat,Glass, de Gleser,Glas,,
de,Glassschieben,Glasscheibe,,,
,glatt,glatt,,,
de,Gleot,Glut,,,
,glieke,gleich,,,
,glieken,gleichen,,,
,glieks,gleich, sofort,,
,gloaihen,glühen,,,
de,Glöppe,Dummheiten (verrückte Ideen),,,
,glörben,glauben,,,
,glörnig (glörnich),glühend (bei Fieber, Alkoholkonsum, ),
dat,Glücke,Glück,,,
,glücken,gelingen,,,
,gnabbeln,abnagen,,,
,gnatzig (gnatzich),unzufrieden,,,
,gneisen,lächeln,,,
de,Gnickeraaie,Kicherei,,,
,gnickern,kichern,,,
dat,Gnoadenbeok,Gnadenbuch (von einer Strafe absehen),,,
,gnuen,knurren,,,
de,Gnuepott,Brummbart,,,
,gnürterig (gnürterich),nörgelnd,,,
,gnürtern,nörgeln,,,
de,Gnürterpott,Nörgler,,,
de,Goabel,Gabel,,,
de,Goaen,Garten,,,
,goahn,aufgehen des Hefeteiges,,,
,goar,gar,,,
,goar nich,gar nicht,,,
dat,Goarn,Garn,,,
de,Göarte,Grütze,,,
de,Göbel,Göpel (Maschinenantrieb mit Muskelkraft),,,
,göbeln,kotzen,,,
de,Gooten,Gosse,,,
de,Göpsen,Maßeinheit (zwei aneinanderliegende Hände voll),,,
dat,Gössel,Gänseküken,,,
,gottlaus,gottlos,,,
,gottserbärmlik,erbärmlich (ganz und gar),,,
dat,Graff, de Greber,Grab,,
de,Graffstein,Grabstein,,,
de,Grammen,Grummet (zweiter Grasschnitt, getrocknet zu Heu),,
de,Grappen,Fratzen,,,
de,Grappen,komische Einfälle (wirres Zeug),,,
dat,Gräss,Gras,,,
de,Grässklöpper,Hagelkörner,,,
de,Grässnurf,Grasnarbe,,,
dat,Grässspier,Grashalm,,,
,graut,groß,,,
de,Grautaulen,Großeltern,,,
,graute,große,,,
,grauten,großen,,,
,grautendeils,größtenteils,,,
,grautjöahrig (grautjöahrich),volljährig,,,
dat,Grautmiul,Großmaul,,,
de,Grautmoime,Großmutter,,,
de,Grautvoar,Großvater,,,
de,Grenze,Grenze,,,
,greoen,grauen,,,
dat,Greoen,Grauen,,,
,gresen,grasen,,,
,grienen,grinsen, weinen,,
,griensmoate,Gemütszustand (zum Weinen zumute),,,
,griepen,greifen,,,
,griersig (griersich),grässlich,,,
,gries,grau,,,
de,Griesbiehen,Birnensorte,,,
dat,Griesbraut,Graubrot,,,
de,Griesegreitken,Buttermilch-Grießsuppe (mit Nudeln, Zwieback und Rosinen),,
de,Griesenetten,Apfelsorte (graue Renette),,,
,grieskault,nasskalt,,,
de,Griesköppe,Grauköpfe (alte Menschen),,,
,grimstig (grimstich),übereifrig,,,
de,Gripps,Verstand,,,
,griusen,rasen, ängstigen,,
,groaben,graben,,,
de,Groaben,Graben,,,
,groade,gerade,,,
,groadedür,geradedurch (direkt),,,
,groadeiut,geradeaus,,,
,groff,grob,,,
dat,Groffbraut,Schwarzbrot,,,
de,Groffschmett,Grobschmied, Grobian,,
,groin,grün,,,
de,Groschen,Geldstück (10 Pfennig-Stück),,,
dat,Gross,Gros (Maßeinheit/12 Dutzend = 144 Stück),,,
de,Grötte,Größe,,,
de,Grull,Groll,,,
de,Grund, de Grünne,Grund,,
dat,Grundbeok,Grundbuch,,,
de,Grundmüen,Fundament, Grundmauer,,
,grünnen,gründen,,,
de,Grüppen,Abzugsgraben (klein),,,
dat,Gruppsel,Reste (fein, im Torf- oder Holzstall),,
de,Grutt,Abfall (fein),,,
dat,Guld,Gold,,,
de,Guldlack,Goldlack (Blume),,,
de,Guldschmett,Goldschmied,,,
de,Guldwächte,Goldwaage,,,
,gümme,immer,,,
,gürlen,rieseln,,,
de,Gürte,Regenguss,,,
,güst,gerade eben,,,
,güste,gerade eben,,,
,güstemente,gerade jetzt,,,
,güüste,unfruchtbar (bei Säugetieren),,,
dat,Haaimweih,Heimweh,,,
,haalbe,halbe,,,
,haalberlei,halbwegs,,,
,haalf,halb,,,
de,Haalfklabaster,Halbstarker,,,
dat,Haalfter,Halfter (Zaum ohne Gebiss),,,
de,Haalm,Halm,,,
de,Haals, de Hälse,Hals,,
de,Haalsafschnieher,Halsabschneider (Wucherer),,,
dat,Haalsdeok,Halstuch,,,
de,Haalskiehen,Halskette,,,
dat,Haalslear,Halsleder beim Zuggeschirr,,,
,haalsoberkopps,überstürzt,,,
dat,Haarte,Herz,,,
dat,Haarteblatt,Herzblatt,,,
dat,Haarteklabastern,Herzrasen,,,
dat,Haartepucken,Herzklopfen,,,
,hacken,hacken,,,
de,Hacken,Ferse,,,
de,Hackenrieter,Schlittschuhe mit Schraubverbindung am Absatz,,,
de,Hacker,Hacker,,,
dat,Hackfleisk,Hackfleisch,,,
dat,Hacksel,Häcksel,,,
,Hacksel straaien,Häcksel streuen (Brauch vor der Hochzeit),,,
de,Hackselbock,Strohschneidemaschine,,,
